Specific_ID,Card Type,Card_Name,Set_Name,Generation,Release_Date,Artist,Types,Supertype,Price £
044 Of 110,Reverse Holo,Graveler,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Fighting'],Pokemon,16.99
044 Of 110,Standard,Graveler,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Fighting'],Pokemon,0.49
045 Of 110,Reverse Holo,Growlithe,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fire'],Pokemon,18.99
045 Of 110,Standard,Growlithe,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fire'],Pokemon,0.69
046 Of 110,Reverse Holo,Haunter,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Psychic'],Pokemon,16.99
046 Of 110,Standard,Haunter,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Psychic'],Pokemon,1.25
047 Of 110,Reverse Holo,Ivysaur,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Grass'],Pokemon,21.99
047 Of 110,Standard,Ivysaur,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Grass'],Pokemon,1.35
048 Of 110,Reverse Holo,Kabuto,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fighting'],Pokemon,13.99
048 Of 110,Standard,Kabuto,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fighting'],Pokemon,0.79
049 Of 110,Reverse Holo,Kadabra,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Psychic'],Pokemon,18.99
049 Of 110,Standard,Kadabra,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Psychic'],Pokemon,0.79
050 Of 110,Reverse Holo,Kakuna,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,['Grass'],Pokemon,13.99
050 Of 110,Standard,Kakuna,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,['Grass'],Pokemon,0.49
051 Of 110,Reverse Holo,Machoke,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fighting'],Pokemon,18.99
051 Of 110,Standard,Machoke,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fighting'],Pokemon,0.59
052 Of 110,Reverse Holo,Magikarp,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Water'],Pokemon,16.99
052 Of 110,Standard,Magikarp,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Water'],Pokemon,0.79
053 Of 110,Reverse Holo,Meowth,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Colorless'],Pokemon,16.99
053 Of 110,Standard,Meowth,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Colorless'],Pokemon,0.49
054 Of 110,Reverse Holo,Metapod,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Grass'],Pokemon,13.99
054 Of 110,Standard,Metapod,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Grass'],Pokemon,0.49
055 Of 110,Reverse Holo,Nidorina,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Grass'],Pokemon,17.99
055 Of 110,Standard,Nidorina,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Grass'],Pokemon,0.69
056 Of 110,Reverse Holo,Nidorino,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Grass'],Pokemon,17.99
056 Of 110,Standard,Nidorino,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Grass'],Pokemon,0.69
057 Of 110,Reverse Holo,Omanyte,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Water'],Pokemon,13.99
057 Of 110,Standard,Omanyte,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Water'],Pokemon,0.59
058 Of 110,Reverse Holo,Omastar,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Water'],Pokemon,18.99
058 Of 110,Standard,Omastar,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Water'],Pokemon,1.35
059 Of 110,Reverse Holo,Primeape,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Fighting'],Pokemon,16.99
059 Of 110,Standard,Primeape,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Fighting'],Pokemon,0.79
060 Of 110,Reverse Holo,Rapidash,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Fire'],Pokemon,16.99
060 Of 110,Standard,Rapidash,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Fire'],Pokemon,0.59
061 Of 110,Reverse Holo,Raticate,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Colorless'],Pokemon,17.99
061 Of 110,Standard,Raticate,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Colorless'],Pokemon,0.59
062 Of 110,Reverse Holo,Sandslash,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fighting'],Pokemon,17.99
062 Of 110,Standard,Sandslash,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fighting'],Pokemon,0.59
063 Of 110,Reverse Holo,Seadra,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Water'],Pokemon,16.99
063 Of 110,Standard,Seadra,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Water'],Pokemon,0.59
064 Of 110,Reverse Holo,Snorlax,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Colorless'],Pokemon,46.99
064 Of 110,Standard,Snorlax,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Colorless'],Pokemon,1.55
065 Of 110,Reverse Holo,Tauros,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Colorless'],Pokemon,15.99
065 Of 110,Standard,Tauros,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Colorless'],Pokemon,1.35
066 Of 110,Reverse Holo,Tentacruel,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Water'],Pokemon,13.99
066 Of 110,Standard,Tentacruel,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Water'],Pokemon,0.59
067 Of 110,Reverse Holo,Abra,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Psychic'],Pokemon,18.99
067 Of 110,Standard,Abra,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Psychic'],Pokemon,0.39
068 Of 110,Reverse Holo,Bulbasaur,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Grass'],Pokemon,38.99
068 Of 110,Standard,Bulbasaur,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Grass'],Pokemon,0.89
069 Of 110,Reverse Holo,Caterpie,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Grass'],Pokemon,16.99
069 Of 110,Standard,Caterpie,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Grass'],Pokemon,0.39
070 Of 110,Reverse Holo,Charmander,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Fire'],Pokemon,41.99
070 Of 110,Standard,Charmander,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Fire'],Pokemon,1.15
071 Of 110,Reverse Holo,Doduo,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Colorless'],Pokemon,14.99
071 Of 110,Standard,Doduo,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Colorless'],Pokemon,0.39
072 Of 110,Reverse Holo,Dratini,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Colorless'],Pokemon,20.99
072 Of 110,Standard,Dratini,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Colorless'],Pokemon,0.59
073 Of 110,Reverse Holo,Drowzee,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Psychic'],Pokemon,14.99
073 Of 110,Standard,Drowzee,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Psychic'],Pokemon,0.49
074 Of 110,Reverse Holo,Eevee,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Colorless'],Pokemon,58.99
074 Of 110,Standard,Eevee,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Colorless'],Pokemon,1.55
075 Of 110,Reverse Holo,Exeggcute,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Grass'],Pokemon,14.99
075 Of 110,Standard,Exeggcute,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Grass'],Pokemon,0.39
076 Of 110,Reverse Holo,Gastly,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Psychic'],Pokemon,18.99
076 Of 110,Standard,Gastly,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Psychic'],Pokemon,0.55
077 Of 110,Reverse Holo,Geodude,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Fighting'],Pokemon,16.99
077 Of 110,Standard,Geodude,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Fighting'],Pokemon,0.39
078 Of 110,Reverse Holo,Grimer,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Grass'],Pokemon,16.99
078 Of 110,Standard,Grimer,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Grass'],Pokemon,0.39
079 Of 110,Reverse Holo,Machop,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fighting'],Pokemon,14.99
079 Of 110,Standard,Machop,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fighting'],Pokemon,0.39
080 Of 110,Reverse Holo,Magnemite,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,['Lightning'],Pokemon,14.99
080 Of 110,Standard,Magnemite,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,['Lightning'],Pokemon,0.39
081 Of 110,Reverse Holo,Mankey,Legendary Collection,Second,5/24/2002,Sumiyoshi Kizuki,['Fighting'],Pokemon,17.99
081 Of 110,Standard,Mankey,Legendary Collection,Second,5/24/2002,Sumiyoshi Kizuki,['Fighting'],Pokemon,0.39
084 Of 110,Reverse Holo,Onix,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fighting'],Pokemon,14.99
084 Of 110,Standard,Onix,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fighting'],Pokemon,0.39
085 Of 110,Reverse Holo,Pidgey,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Colorless'],Pokemon,18.99
085 Of 110,Standard,Pidgey,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Colorless'],Pokemon,0.59
086 Of 110,Reverse Holo,Pikachu,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Lightning'],Pokemon,98.99
086 Of 110,Standard,Pikachu,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Lightning'],Pokemon,3.29
087 Of 110,Reverse Holo,Ponyta,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fire'],Pokemon,16.99
087 Of 110,Standard,Ponyta,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fire'],Pokemon,0.59
088 Of 110,Reverse Holo,Psyduck,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Water'],Pokemon,18.99
088 Of 110,Standard,Psyduck,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Water'],Pokemon,0.49
089 Of 110,Reverse Holo,Rattata,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Colorless'],Pokemon,18.99
089 Of 110,Standard,Rattata,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Colorless'],Pokemon,0.39
090 Of 110,Reverse Holo,Rhyhorn,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Fighting'],Pokemon,16.99
090 Of 110,Standard,Rhyhorn,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Fighting'],Pokemon,0.49
091 Of 110,Reverse Holo,Sandshrew,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fighting'],Pokemon,17.99
091 Of 110,Standard,Sandshrew,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fighting'],Pokemon,0.49
092 Of 110,Reverse Holo,Seel,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Water'],Pokemon,16.99
092 Of 110,Standard,Seel,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Water'],Pokemon,0.39
093 Of 110,Reverse Holo,Slowpoke,Legendary Collection,Second,5/24/2002,Miki Tanaka,['Psychic'],Pokemon,18.99
093 Of 110,Standard,Slowpoke,Legendary Collection,Second,5/24/2002,Miki Tanaka,['Psychic'],Pokemon,0.39
094 Of 110,Reverse Holo,Spearow,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Colorless'],Pokemon,17.99
094 Of 110,Standard,Spearow,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Colorless'],Pokemon,0.39
095 Of 110,Reverse Holo,Squirtle,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Water'],Pokemon,38.99
095 Of 110,Standard,Squirtle,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Water'],Pokemon,0.79
096 Of 110,Reverse Holo,Tentacool,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Water'],Pokemon,18.99
096 Of 110,Standard,Tentacool,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,['Water'],Pokemon,0.39
097 Of 110,Reverse Holo,Voltorb,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,['Lightning'],Pokemon,15.99
097 Of 110,Standard,Voltorb,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,['Lightning'],Pokemon,0.39
098 Of 110,Reverse Holo,Vulpix,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fire'],Pokemon,53.99
098 Of 110,Standard,Vulpix,Legendary Collection,Second,5/24/2002,Ken Sugimori,['Fire'],Pokemon,0.69
099 Of 110,Reverse Holo,Weedle,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Grass'],Pokemon,18.99
099 Of 110,Standard,Weedle,Legendary Collection,Second,5/24/2002,Mitsuhiro Arita,['Grass'],Pokemon,0.39
100 Of 110,Reverse Holo,Full Heal Energy,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,,Energy,21.99
100 Of 110,Standard,Full Heal Energy,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,,Energy,1.75
101 Of 110,Reverse Holo,Potion Energy,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,,Energy,20.99
101 Of 110,Standard,Potion Energy,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,,Energy,1.65
102 Of 110,Reverse Holo,Pokemon Breeder,Legendary Collection,Second,5/24/2002,Ken Sugimori,,Trainer,28.99
102 Of 110,Standard,Pokemon Breeder,Legendary Collection,Second,5/24/2002,Ken Sugimori,,Trainer,4.29
103 Of 110,Reverse Holo,Pokemon Trader,Legendary Collection,Second,5/24/2002,Ken Sugimori,,Trainer,14.99
103 Of 110,Standard,Pokemon Trader,Legendary Collection,Second,5/24/2002,Ken Sugimori,,Trainer,3.79
104 Of 110,Reverse Holo,Scoop Up,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,,Trainer,14.99
104 Of 110,Standard,Scoop Up,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,,Trainer,3.29
105 Of 110,Reverse Holo,The Boss'S Way,Legendary Collection,Second,5/24/2002,Ken Sugimori,,Trainer,17.99
105 Of 110,Standard,The Boss'S Way,Legendary Collection,Second,5/24/2002,Ken Sugimori,,Trainer,1.35
106 Of 110,Reverse Holo,Challenge!,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,,Trainer,18.99
106 Of 110,Standard,Challenge!,Legendary Collection,Second,5/24/2002,Kagemaru Himeno,,Trainer,0.79
107 Of 110,Reverse Holo,Energy Retrieval,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,,Trainer,18.99
107 Of 110,Standard,Energy Retrieval,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,,Trainer,0.69
108 Of 110,Reverse Holo,Bill,Legendary Collection,Second,5/24/2002,Ken Sugimori,,Trainer,20.99
108 Of 110,Standard,Bill,Legendary Collection,Second,5/24/2002,Ken Sugimori,,Trainer,0.49
109 Of 110,Reverse Holo,Mysterious Fossil,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,,Trainer,17.99
109 Of 110,Standard,Mysterious Fossil,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,,Trainer,0.69
110 Of 110,Reverse Holo,Potion,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,,Trainer,13.99
110 Of 110,Standard,Potion,Legendary Collection,Second,5/24/2002,Keiji Kinebuchi,,Trainer,0.39
001 Of 165,Reverse Holo,Alakazam,Expedition Base Set,Second,9/15/2002,Hajime Kusajima,['Psychic'],Pokemon,33.99
001 Of 165,Standard,Alakazam,Expedition Base Set,Second,9/15/2002,Hajime Kusajima,['Psychic'],Pokemon,22.49
002 Of 165,Reverse Holo,Ampharos,Expedition Base Set,Second,9/15/2002,Atsuko Nishida,['Lightning'],Pokemon,26.99
002 Of 165,Standard,Ampharos,Expedition Base Set,Second,9/15/2002,Atsuko Nishida,['Lightning'],Pokemon,17.49
003 Of 165,Reverse Holo,Arbok,Expedition Base Set,Second,9/15/2002,Kyoko Umemoto,['Grass'],Pokemon,28.99
003 Of 165,Standard,Arbok,Expedition Base Set,Second,9/15/2002,Kyoko Umemoto,['Grass'],Pokemon,18.99
004 Of 165,Reverse Holo,Blastoise,Expedition Base Set,Second,9/15/2002,Kimiya Masago,['Water'],Pokemon,73.99
004 Of 165,Standard,Blastoise,Expedition Base Set,Second,9/15/2002,Kimiya Masago,['Water'],Pokemon,48.99
005 Of 165,Standard,Butterfree,Expedition Base Set,Second,9/15/2002,Sumiyoshi Kizuki,['Grass'],Pokemon,17.99
005 Of 165,Reverse Holo,Butterfree,Expedition Base Set,Second,9/15/2002,Sumiyoshi Kizuki,['Grass'],Pokemon,17.99
006 Of 165,Reverse Holo,Charizard,Expedition Base Set,Second,9/15/2002,Hiromichi Sugiyama,['Fire'],Pokemon,119.99
006 Of 165,Standard,Charizard,Expedition Base Set,Second,9/15/2002,Hiromichi Sugiyama,['Fire'],Pokemon,119.99
007 Of 165,Standard,Clefable,Expedition Base Set,Second,9/15/2002,Kagemaru Himeno,['Colorless'],Pokemon,14.99
007 Of 165,Reverse Holo,Clefable,Expedition Base Set,Second,9/15/2002,Kagemaru Himeno,['Colorless'],Pokemon,14.99
008 Of 165,Standard,Cloyster,Expedition Base Set,Second,9/15/2002,Kyoko Umemoto,['Water'],Pokemon,14.99
008 Of 165,Reverse Holo,Cloyster,Expedition Base Set,Second,9/15/2002,Kyoko Umemoto,['Water'],Pokemon,14.99
009 Of 165,Reverse Holo,Dragonite,Expedition Base Set,Second,9/15/2002,Kagemaru Himeno,['Colorless'],Pokemon,58.99
009 Of 165,Standard,Dragonite,Expedition Base Set,Second,9/15/2002,Kagemaru Himeno,['Colorless'],Pokemon,38.99
010 Of 165,Reverse Holo,Dugtrio,Expedition Base Set,Second,9/15/2002,Masako Yamashita,['Fighting'],Pokemon,12.99
010 Of 165,Standard,Dugtrio,Expedition Base Set,Second,9/15/2002,Masako Yamashita,['Fighting'],Pokemon,8.49
011 Of 165,Reverse Holo,Fearow,Expedition Base Set,Second,9/15/2002,Kyoko Umemoto,['Colorless'],Pokemon,18.99
011 Of 165,Standard,Fearow,Expedition Base Set,Second,9/15/2002,Kyoko Umemoto,['Colorless'],Pokemon,12.49
012 Of 165,Reverse Holo,Feraligatr,Expedition Base Set,Second,9/15/2002,Mitsuhiro Arita,['Water'],Pokemon,20.99
012 Of 165,Standard,Feraligatr,Expedition Base Set,Second,9/15/2002,Mitsuhiro Arita,['Water'],Pokemon,13.49
013 Of 165,Reverse Holo,Gengar,Expedition Base Set,Second,9/15/2002,Yukiko Baba,['Psychic'],Pokemon,32.99
013 Of 165,Standard,Gengar,Expedition Base Set,Second,9/15/2002,Yukiko Baba,['Psychic'],Pokemon,21.99
014 Of 165,Reverse Holo,Golem,Expedition Base Set,Second,9/15/2002,Aya Kusube,['Fighting'],Pokemon,19.99
014 Of 165,Standard,Golem,Expedition Base Set,Second,9/15/2002,Aya Kusube,['Fighting'],Pokemon,12.99
015 Of 165,Reverse Holo,Kingler,Expedition Base Set,Second,9/15/2002,Shin-Ichi Yoshida,['Water'],Pokemon,14.99
015 Of 165,Standard,Kingler,Expedition Base Set,Second,9/15/2002,Shin-Ichi Yoshida,['Water'],Pokemon,9.99
016 Of 165,Reverse Holo,Machamp,Expedition Base Set,Second,9/15/2002,Shin-Ichi Yoshida,['Fighting'],Pokemon,31.99
016 Of 165,Standard,Machamp,Expedition Base Set,Second,9/15/2002,Shin-Ichi Yoshida,['Fighting'],Pokemon,20.99
017 Of 165,Reverse Holo,Magby,Expedition Base Set,Second,9/15/2002,Mitsuhiro Arita,['Fire'],Pokemon,14.49
017 Of 165,Standard,Magby,Expedition Base Set,Second,9/15/2002,Mitsuhiro Arita,['Fire'],Pokemon,9.49
018 Of 165,Reverse Holo,Meganium,Expedition Base Set,Second,9/15/2002,Hajime Kusajima,['Grass'],Pokemon,51.99
018 Of 165,Standard,Meganium,Expedition Base Set,Second,9/15/2002,Hajime Kusajima,['Grass'],Pokemon,34.49
019 Of 165,Reverse Holo,Mew,Expedition Base Set,Second,9/15/2002,Hajime Kusajima,['Psychic'],Pokemon,74.99
019 Of 165,Standard,Mew,Expedition Base Set,Second,9/15/2002,Hajime Kusajima,['Psychic'],Pokemon,49.99
020 Of 165,Reverse Holo,Mewtwo,Expedition Base Set,Second,9/15/2002,Kimiya Masago,['Psychic'],Pokemon,63.99
020 Of 165,Standard,Mewtwo,Expedition Base Set,Second,9/15/2002,Kimiya Masago,['Psychic'],Pokemon,42.99
021 Of 165,Reverse Holo,Ninetales,Expedition Base Set,Second,9/15/2002,Atsuko Nishida,['Fire'],Pokemon,33.99
021 Of 165,Standard,Ninetales,Expedition Base Set,Second,9/15/2002,Atsuko Nishida,['Fire'],Pokemon,22.49
022 Of 165,Reverse Holo,Pichu,Expedition Base Set,Second,9/15/2002,Atsuko Nishida,['Lightning'],Pokemon,19.99
022 Of 165,Standard,Pichu,Expedition Base Set,Second,9/15/2002,Atsuko Nishida,['Lightning'],Pokemon,12.99
023 Of 165,Reverse Holo,Pidgeot,Expedition Base Set,Second,9/15/2002,Tomokazu Komiya,['Colorless'],Pokemon,20.99
023 Of 165,Standard,Pidgeot,Expedition Base Set,Second,9/15/2002,Tomokazu Komiya,['Colorless'],Pokemon,13.99
024 Of 165,Reverse Holo,Poliwrath,Expedition Base Set,Second,9/15/2002,Yuka Morii,['Water'],Pokemon,13.99
024 Of 165,Standard,Poliwrath,Expedition Base Set,Second,9/15/2002,Yuka Morii,['Water'],Pokemon,8.99
025 Of 165,Reverse Holo,Raichu,Expedition Base Set,Second,9/15/2002,Atsuko Nishida,['Lightning'],Pokemon,39.99
025 Of 165,Standard,Raichu,Expedition Base Set,Second,9/15/2002,Atsuko Nishida,['Lightning'],Pokemon,26.49
026 Of 165,Reverse Holo,Rapidash,Expedition Base Set,Second,9/15/2002,Kagemaru Himeno,['Fire'],Pokemon,20.99
026 Of 165,Standard,Rapidash,Expedition Base Set,Second,9/15/2002,Kagemaru Himeno,['Fire'],Pokemon,13.99
027 Of 165,Reverse Holo,Skarmory,Expedition Base Set,Second,9/15/2002,Kimiya Masago,['Metal'],Pokemon,20.99
027 Of 165,Standard,Skarmory,Expedition Base Set,Second,9/15/2002,Kimiya Masago,['Metal'],Pokemon,13.99
028 Of 165,Reverse Holo,Typhlosion,Expedition Base Set,Second,9/15/2002,K. Hoshiba,['Fire'],Pokemon,29.99
028 Of 165,Standard,Typhlosion,Expedition Base Set,Second,9/15/2002,K. Hoshiba,['Fire'],Pokemon,19.99
029 Of 165,Reverse Holo,Tyranitar,Expedition Base Set,Second,9/15/2002,Kimiya Masago,['Darkness'],Pokemon,94.99
029 Of 165,Standard,Tyranitar,Expedition Base Set,Second,9/15/2002,Kimiya Masago,['Darkness'],Pokemon,62.99
030 Of 165,Reverse Holo,Venusaur,Expedition Base Set,Second,9/15/2002,Shin-Ichi Yoshikawa,['Grass'],Pokemon,35.99
030 Of 165,Standard,Venusaur,Expedition Base Set,Second,9/15/2002,Shin-Ichi Yoshikawa,['Grass'],Pokemon,23.99
031 Of 165,Reverse Holo,Vileplume,Expedition Base Set,Second,9/15/2002,Miki Tanaka,['Grass'],Pokemon,12.99
031 Of 165,Standard,Vileplume,Expedition Base Set,Second,9/15/2002,Miki Tanaka,['Grass'],Pokemon,8.49
032 Of 165,Reverse Holo,Weezing,Expedition Base Set,Second,9/15/2002,Hajime Kusajima,['Grass'],Pokemon,13.99
032 Of 165,Standard,Weezing,Expedition Base Set,Second,9/15/2002,Hajime Kusajima,['Grass'],Pokemon,8.99
033 Of 165,Reverse Holo,Alakazam,Expedition Base Set,Second,9/15/2002,Hajime Kusajima,['Psychic'],Pokemon,1.49
033 Of 165,Standard,Alakazam,Expedition Base Set,Second,9/15/2002,Hajime Kusajima,['Psychic'],Pokemon,0.69
034 Of 165,Reverse Holo,Ampharos,Expedition Base Set,Second,9/15/2002,Atsuko Nishida,['Lightning'],Pokemon,3.99
034 Of 165,Standard,Ampharos,Expedition Base Set,Second,9/15/2002,Atsuko Nishida,['Lightning'],Pokemon,2.49
035 Of 165,Reverse Holo,Arbok,Expedition Base Set,Second,9/15/2002,Kyoko Umemoto,['Grass'],Pokemon,4.49
035 Of 165,Standard,Arbok,Expedition Base Set,Second,9/15/2002,Kyoko Umemoto,['Grass'],Pokemon,2.99
036 Of 165,Reverse Holo,Blastoise,Expedition Base Set,Second,9/15/2002,Hiromichi Sugiyama,['Water'],Pokemon,9.99
036 Of 165,Standard,Blastoise,Expedition Base Set,Second,9/15/2002,Hiromichi Sugiyama,['Water'],Pokemon,6.49
037 Of 165,Reverse Holo,Blastoise,Expedition Base Set,Second,9/15/2002,Kimiya Masago,['Water'],Pokemon,7.49
037 Of 165,Standard,Blastoise,Expedition Base Set,Second,9/15/2002,Kimiya Masago,['Water'],Pokemon,4.99
038 Of 165,Reverse Holo,Butterfree,Expedition Base Set,Second,9/15/2002,Sumiyoshi Kizuki,['Grass'],Pokemon,4.49
038 Of 165,Standard,Butterfree,Expedition Base Set,Second,9/15/2002,Sumiyoshi Kizuki,['Grass'],Pokemon,2.99
039 Of 165,Reverse Holo,Charizard,Expedition Base Set,Second,9/15/2002,Atsuko Nishida,['Fire'],Pokemon,26.99
039 Of 165,Standard,Charizard,Expedition Base Set,Second,9/15/2002,Atsuko Nishida,['Fire'],Pokemon,17.99
040 Of 165,Reverse Holo,Charizard,Expedition Base Set,Second,9/15/2002,Hiromichi Sugiyama,['Fire'],Pokemon,30.99
040 Of 165,Standard,Charizard,Expedition Base Set,Second,9/15/2002,Hiromichi Sugiyama,['Fire'],Pokemon,20.49
041 Of 165,Reverse Holo,Clefable,Expedition Base Set,Second,9/15/2002,Kagemaru Himeno,['Colorless'],Pokemon,1.49
041 Of 165,Standard,Clefable,Expedition Base Set,Second,9/15/2002,Kagemaru Himeno,['Colorless'],Pokemon,0.69
042 Of 165,Reverse Holo,Cloyster,Expedition Base Set,Second,9/15/2002,Kyoko Umemoto,['Water'],Pokemon,2.49
042 Of 165,Standard,Cloyster,Expedition Base Set,Second,9/15/2002,Kyoko Umemoto,['Water'],Pokemon,1.39
043 Of 165,Reverse Holo,Dragonite,Expedition Base Set,Second,9/15/2002,Kagemaru Himeno,['Colorless'],Pokemon,7.49
043 Of 165,Standard,Dragonite,Expedition Base Set,Second,9/15/2002,Kagemaru Himeno,['Colorless'],Pokemon,4.99
044 Of 165,Reverse Holo,Dugtrio,Expedition Base Set,Second,9/15/2002,Masako Yamashita,['Fighting'],Pokemon,2.49
044 Of 165,Standard,Dugtrio,Expedition Base Set,Second,9/15/2002,Masako Yamashita,['Fighting'],Pokemon,1.49
045 Of 165,Reverse Holo,Fearow,Expedition Base Set,Second,9/15/2002,Kyoko Umemoto,['Colorless'],Pokemon,2.99
